RT,Syllable,Position,Block,Subject,Condition,Trial
0.560194999,ru,1,3,33,1,43
0.577269999,su,3,3,33,1,6
0.888259999,su,3,3,33,1,13
0.651675,su,3,3,33,1,33
0.50605,su,3,3,33,1,39
0.754195,re,1,3,33,1,14
0.657155001,re,1,3,33,1,22
0.64685,re,1,3,33,1,31
0.534469999,re,1,3,33,1,40
0.615505,ni,3,3,33,1,12
0.848725,ni,3,3,33,1,22
0.8416,ni,3,3,33,1,46
0.969105001,fu,2,3,33,1,24
1.18533,fu,2,3,33,1,34
0.769595,fu,2,3,33,1,39
0.70121,fu,2,3,33,1,45
0.524815,ta,1,1,34,1,10
0.344965,ta,1,1,34,1,15
0.40213,ta,1,1,34,1,28
0.485155,ta,1,1,34,1,40
0.385015,ti,2,1,34,1,5
0.551905,ti,2,1,34,1,11
0.47704,ti,2,1,34,1,35
0.50687,ti,2,1,34,1,44
0.39879,me,3,1,34,1,9
0.400105,me,3,1,34,1,30
0.435405,me,3,1,34,1,39
0.503765,me,3,1,34,1,45
0.456145,pu,2,1,34,1,11
0.503315,pu,2,1,34,1,20
0.56696,pu,2,1,34,1,26
0.59708,pu,2,1,34,1,44
0.402285,su,3,1,34,1,6
0.499595,su,3,1,34,1,12
0.42051,su,3,1,34,1,33
0.58302,su,3,1,34,1,39
0.416595,ru,1,1,34,1,7
0.64532,ru,1,1,34,1,13
0.535955,ru,1,1,34,1,25
0.385135,ko,3,1,34,1,18
0.50143,ko,3,1,34,1,30
0.338195,ko,3,1,34,1,41
0.776415,re,1,1,34,1,8
0.469145,re,1,1,34,1,13
0.56968,re,1,1,34,1,19
0.421285,re,1,1,34,1,31
0.49545,fu,2,1,34,1,5
0.416535,fu,2,1,34,1,17
0.56736,fu,2,1,34,1,29
0.48509,fu,2,1,34,1,41
0.426545,ni,3,1,34,1,18
0.671335,ni,3,1,34,1,27
0.429025,ni,3,1,34,1,36
0.55708,ni,3,1,34,1,42
0.23289,ge,2,1,34,1,7
0.38586,ge,2,1,34,1,14
0.47712,ge,2,1,34,1,20
0.405505,ge,2,1,34,1,32
0.446085,fe,1,1,34,1,10
0.769285,fe,1,1,34,1,20
0.61176,fe,1,1,34,1,34
0.492925,fe,1,1,34,1,40
0.45498,me,3,2,34,1,15
0.436465,me,3,2,34,1,24
0.39952,me,3,2,34,1,33
0.42232,ti,2,2,34,1,5
0.52695,ti,2,2,34,1,23
0.646115,ti,2,2,34,1,29
0.41822,ti,2,2,34,1,38
0.474445,ta,1,2,34,1,7
0.68681,ta,1,2,34,1,13
0.45485,ta,1,2,34,1,19
0.4878,ta,1,2,34,1,43
0.48622,pu,2,2,34,1,8
0.516485,pu,2,2,34,1,14
0.528125,pu,2,2,34,1,38
0.6895,pu,2,2,34,1,44
0.43583,ko,3,2,34,1,36
0.468295,ko,3,2,34,1,42
0.802905,fe,1,2,34,1,14
0.499575,fe,1,2,34,1,31
0.507945,fe,1,2,34,1,43
0.41604,ge,2,2,34,1,14
0.437735,ge,2,2,34,1,23
0.40752,ge,2,2,34,1,32
0.34135,ge,2,2,34,1,40
0.520135,ru,1,2,34,1,10
0.474635,ru,1,2,34,1,19
0.93497,ru,1,2,34,1,26
0.50666,ru,1,2,34,1,34
0.46181,su,3,2,34,1,12
0.454865,su,3,2,34,1,24
0.62268,su,3,2,34,1,30
0.475105,su,3,2,34,1,45
0.50462,re,1,2,34,1,13
0.42105,re,1,2,34,1,22
0.600085,re,1,2,34,1,31
0.4831,re,1,2,34,1,40
0.595155,ni,3,2,34,1,12
0.493245,ni,3,2,34,1,21
0.46256,ni,3,2,34,1,27
0.70476,ni,3,2,34,1,36
0.57785,fu,2,2,34,1,5
0.75387,fu,2,2,34,1,18
0.435105,fu,2,2,34,1,26
0.66715,fu,2,2,34,1,32
0.449105,pu,2,3,34,1,8
0.19364,pu,2,3,34,1,28
0.48219,pu,2,3,34,1,35
0.43569,pu,2,3,34,1,41
0.38521,ta,1,3,34,1,4
0.53284,ta,1,3,34,1,16
0.430295,ta,1,3,34,1,28
0.854815,ta,1,3,34,1,41
0.32546,me,3,3,34,1,5
0.32214,me,3,3,34,1,17
0.4494,me,3,3,34,1,36
0.815835,fe,1,3,34,1,11
0.764715,fe,1,3,34,1,23
0.90769,fe,1,3,34,1,29
0.503325,fe,1,3,34,1,43
0.55943,ko,3,3,34,1,9
0.29182,ko,3,3,34,1,20
0.44874,ko,3,3,34,1,27
0.428975,ko,3,3,34,1,39
0.54253,ti,2,3,34,1,5
0.490875,ti,2,3,34,1,23
0.605,ti,2,3,34,1,29
0.516465,ti,2,3,34,1,38
0.41995,ni,3,3,34,1,9
0.465595,ni,3,3,34,1,15
0.59688,ni,3,3,34,1,21
0.41737,ni,3,3,34,1,36
0.417475,re,1,3,34,1,4
0.49408,re,1,3,34,1,25
0.503315,re,1,3,34,1,31
0.404385,re,1,3,34,1,40
0.438515,fu,2,3,34,1,8
0.504645,fu,2,3,34,1,14
0.445025,fu,2,3,34,1,20
0.786205,fu,2,3,34,1,45
0.47299,ru,1,3,34,1,4
0.626425,ru,1,3,34,1,25
0.51899,ru,1,3,34,1,34
0.786055,ru,1,3,34,1,44
0.496855,ge,2,3,34,1,8
0.48913,ge,2,3,34,1,29
0.531865,ge,2,3,34,1,38
0.486255,ge,2,3,34,1,44
0.44059,su,3,3,34,1,6
0.444975,su,3,3,34,1,18
0.63606,su,3,3,34,1,24
0.467775,su,3,3,34,1,33
