VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,File,Correct,participant,Age,date,expName,psychopyVersion,OS,frameRate,Welcome0ContKey.keys,Welcome0ContKey.rt,key_resp.keys,key_resp.rt,WelcomeSound2ContKey.keys,WelcomeSound2ContKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,PracticeSoundKey.keys,PracticeSoundKey.corr,PracticeSoundKey.rt,SoundPracticeLoop.thisRepN,SoundPracticeLoop.thisTrialN,SoundPracticeLoop.thisN,SoundPracticeLoop.thisIndex,SoundPracticeLoop.ran,SoundMST_File,SoundCorrect,Correct2,SoundType,Trial,MSTSoundStrtKey.keys,MSTSoundStrtKey.rt,MSTSoundKey.keys,MSTSoundKey.corr,MSTSoundKey.rt,MSTSoundLoop.thisRepN,MSTSoundLoop.thisTrialN,MSTSoundLoop.thisN,MSTSoundLoop.thisIndex,MSTSoundLoop.ran,AttnCheck2Keys.keys,AttnCheck2Keys.rt,AttnCheck2Resp.text,SoundTask.thisRepN,SoundTask.thisTrialN,SoundTask.thisN,SoundTask.thisIndex,SoundTask.ran,Counterbalance.thisRepN,Counterbalance.thisTrialN,Counterbalance.thisN,Counterbalance.thisIndex,Counterbalance.ran,WordOrder,SoundOrder,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Type,StartTast.keys,StartTast.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,WordCorrect,Correct_type,WordType,Condition,Attn1ContKey.keys,Attn1ContKey.rt,AttnCheckResp.text,SyllblCheckContKey.keys,SyllblCheckContKey.rt,SyllblCheckResp.keys,SyllblCheckResp.corr,SyllblCheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Target,Word1,Word2,Word3,WordTask.thisRepN,WordTask.thisTrialN,WordTask.thisN,WordTask.thisIndex,WordTask.ran,key_resp_4.keys,key_resp_4.rt,GuessSoundIntro2Cont.keys,GuessSoundIntro2Cont.rt,GSSubmit.keys,GSSubmit.rt,GSResponse.text,GuessSoundLoop.thisRepN,GuessSoundLoop.thisTrialN,GuessSoundLoop.thisN,GuessSoundLoop.thisIndex,GuessSoundLoop.ran,GS_File,GS_Type,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Puff_A.wav,1,1,OLD,B,,,1,1,0.84,0,105,105,105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Buzz.wav,2,3,NEW,B,,,2,1,0.741,0,106,106,106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Airhorn.wav,1,1,OLD,B,,,1,1,1.132,0,107,107,107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Sleighbells_B.wav,2,3,NEW,B,,,2,1,0.594,0,108,108,108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Cuckoo_A.wav,1,1,OLD,B,,,1,1,0.556,0,109,109,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Wind_B.wav,2,3,NEW,B,,,2,1,0.52,0,110,110,110,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Typing.wav,2,3,NEW,B,,,2,1,0.795,0,111,111,111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Bubbles_B.wav,2,2,SIMILAR,B,,,1,0,0.564,0,112,112,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Duck_A.wav,2,3,NEW,B,,,2,1,0.603,0,113,113,113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Trumpet_B.wav,1,1,OLD,B,,,1,1,0.625,0,114,114,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/PaperRip.wav,1,1,OLD,B,,,1,1,0.802,0,115,115,115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Sneeze_B.wav,1,1,OLD,B,,,1,1,0.774,0,116,116,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Pour_B.wav,2,3,NEW,B,,,1,0,0.559,0,117,117,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Cat_A.wav,1,1,OLD,B,,,1,1,0.663,0,118,118,118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Slurp.wav,1,1,OLD,B,,,1,1,1.219,0,119,119,119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Bullfrog.wav,1,1,OLD,B,,,1,1,0.805,0,120,120,120,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Wind_B.wav,1,1,OLD,B,,,1,1,0.708,0,121,121,121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Duck_B.wav,2,2,SIMILAR,B,,,1,0,0.704,0,122,122,122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/DialTone.wav,1,1,OLD,B,,,1,1,0.606,0,123,123,123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Buzz.wav,1,1,OLD,B,,,1,1,0.694,0,124,124,124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Pour_C.wav,2,2,SIMILAR,B,,,1,0,0.625,0,125,125,125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Typing.wav,1,1,OLD,B,,,1,1,0.712,0,126,126,126,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Sleighbells_B.wav,1,1,OLD,B,,,2,0,0.744,0,127,127,127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,20.53,PASTA,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,space,27.592,,,,,space,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,20.841,space,7.465,2,1,2.086,0,0,0,0,1,Training/FO_YI_LAY.wav,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.721,0,1,1,1,1,Training/FO_YI_LAY.wav,OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.643,0,2,2,2,1,Training/YO_BU_JAY.wav,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.967,0,3,3,3,1,Training/JAY_YO_BU.wav,SIMILAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.099,0,4,4,4,1,Training/FO_YI_LAY.wav,OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/LU_HAI_BO.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,13.637,2,1,0.924,0,0,0,0,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/CHU_LA_PAY.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.815,0,1,1,1,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.629,0,2,2,2,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DA_CHU_VAI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.705,0,3,3,3,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAY_PU_MO.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.72,0,4,4,4,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.95,0,5,5,5,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAI_ZO_FU.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.797,0,6,6,6,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/HO_NAY_VA.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.549,0,7,7,7,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.655,0,8,8,8,1,1,OLD,OLD,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAY_MO_PU.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.579,0,9,9,9,1,2,NEW,SIMILAR,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/TAI_SA_GI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.885,0,10,10,10,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.838,0,11,11,11,1,1,OLD,OLD,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.563,0,12,12,12,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/ZO_RAI_FU.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.575,0,13,13,13,1,2,NEW,SIMILAR,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.799,0,14,14,14,1,1,OLD,OLD,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/FI_GU_CHA.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.893,0,15,15,15,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/MO_DAY_PU.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.87,0,16,16,16,1,2,NEW,SIMILAR,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GI_SA_TAI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.885,0,17,17,17,1,2,NEW,SIMILAR,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/FU_RAI_ZO.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.864,0,18,18,18,1,2,NEW,SIMILAR,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.614,0,19,19,19,1,1,OLD,OLD,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.725,0,20,20,20,1,2,NEW,NEW,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.647,0,21,21,21,1,1,OLD,OLD,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.664,0,22,22,22,1,1,OLD,OLD,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/PU_DAY_MO.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.731,0,23,23,23,1,2,NEW,SIMILAR,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GI_TAI_SA.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.771,0,24,24,24,1,2,NEW,SIMILAR,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.577,0,25,25,25,1,1,OLD,OLD,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/FU_ZO_RAI.wav,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.983,0,26,26,26,1,2,NEW,SIMILAR,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
